Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,CLTV
Male,38,No,No,Yes,No,0,Woodland Hills,91364,34.153733,-118.593408,25988,Yes,1,66,,No,0.0,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,4,Stayed,No,5500
Male,51,No,No,Yes,No,0,Woodland Hills,91367,34.178068,-118.615714,36123,Yes,8,65,Offer B,Yes,41.57,Yes,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,0.0,0,2702.05,8026.55,5,Stayed,No,5256
Female,24,Yes,No,No,No,0,Oak Park,91377,34.19225,-118.776874,14814,No,0,8,,Yes,39.92,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,624.6,0.0,0,319.36,943.96,4,Stayed,No,2165
Female,55,No,No,Yes,No,0,Castaic,91384,34.506627,-118.699048,22177,Yes,3,71,,Yes,32.13,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1836.9,0.0,0,2281.23,4118.13,3,Stayed,No,4642
Male,32,No,No,Yes,No,0,Van Nuys,91401,34.178483,-118.431791,40376,Yes,8,1,,Yes,44.69,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,20.2,0.0,0,44.69,64.89,5,Joined,No,4160
Female,53,No,No,No,No,0,Sherman Oaks,91403,34.147149,-118.463365,22085,No,0,12,Offer D,Yes,16.72,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.35,219.35,0.0,0,200.64,419.99,5,Stayed,No,4451
Male,28,Yes,No,No,No,0,Van Nuys,91405,34.202494,-118.448048,51348,No,0,24,Offer C,No,0.0,No,Yes,DSL,46,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6,1288.75,0.0,0,0.0,1288.75,3,Stayed,No,4806
Female,26,Yes,No,Yes,No,0,Van Nuys,91406,34.195685,-118.490752,50047,Yes,2,31,,Yes,39.34,No,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,81.15,2545.75,0.0,0,1219.5400000000002,3765.29,4,Stayed,No,5643
Male,62,No,No,No,No,0,Sherman Oaks,91423,34.146957,-118.432138,29387,No,0,30,,Yes,31.97,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,0.0,0,959.1,3682.25,3,Stayed,No,3233
Female,22,Yes,No,Yes,No,0,Encino,91436,34.152875,-118.486056,13129,Yes,6,47,Offer B,Yes,29.15,Yes,Yes,DSL,52,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.3,4107.25,0.0,130,1370.05,5607.3,3,Stayed,No,5698
Male,49,No,No,No,No,0,Burbank,91501,34.188339,-118.300942,18112,No,0,54,Offer B,Yes,17.76,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.0,5760.65,0.0,0,959.04,6719.69,3,Stayed,No,6370
Male,64,No,No,No,No,0,Burbank,91502,34.177267,-118.31003,11517,No,0,50,Offer B,Yes,40.83,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4747.5,0.0,0,2041.5,6789.0,4,Stayed,No,6367
Female,62,No,No,No,No,0,Burbank,91505,34.174215,-118.345928,29245,No,0,72,,Yes,42.36,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1566.9,0.0,0,3049.92,4616.82,4,Stayed,No,5733
Female,47,No,No,No,No,0,Burbank,91506,34.169706,-118.323548,18539,No,0,29,,Yes,4.53,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.15,702.0,0.0,0,131.37,833.37,4,Stayed,No,5491
Female,41,No,No,No,No,0,North Hollywood,91602,34.15136,-118.364786,16996,No,0,10,Offer D,No,0.0,No,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,299.05,0.0,0,0.0,299.05,3,Stayed,No,3180
Male,42,No,No,Yes,No,0,Studio City,91604,34.139082,-118.39275,26157,Yes,5,18,Offer D,Yes,16.78,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.15,1305.95,0.0,0,302.04,1607.99,4,Stayed,No,4283
Male,40,No,No,No,No,0,North Hollywood,91606,34.187599,-118.387125,45358,No,0,16,Offer D,Yes,40.17,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,284.35,0.0,0,642.72,927.07,5,Stayed,No,4272
Female,37,No,No,No,No,0,Valley Village,91607,34.165783,-118.399795,27453,No,0,72,,Yes,8.29,Yes,Yes,Cable,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.6,6350.5,0.0,0,596.8799999999999,6947.38,3,Stayed,No,4530
Male,49,No,No,No,No,0,Rancho Cucamonga,91701,34.132275,-117.611478,39064,No,0,72,,Yes,35.11,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.2,7878.3,0.0,0,2527.92,10406.22,3,Stayed,No,4551
Female,38,No,No,Yes,No,0,Azusa,91702,34.174493,-117.87068,57775,Yes,10,41,Offer B,Yes,25.16,No,Yes,DSL,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.7,3187.65,0.0,0,1031.56,4219.21,4,Stayed,No,5246
Male,35,No,No,No,No,0,Claremont,91711,34.127621,-117.717863,34716,No,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,0.0,140,1539.55,4211.35,4,Stayed,No,5043
Male,28,Yes,No,No,No,0,Covina,91724,34.08111,-117.853935,25068,No,0,42,Offer B,Yes,6.42,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.0,4298.45,0.0,0,269.64,4568.09,3,Stayed,No,2887
Female,27,Yes,No,Yes,No,0,Rancho Cucamonga,91730,34.10097,-117.57882,51970,Yes,2,51,Offer B,Yes,21.07,No,Yes,Fiber Optic,46,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,4619.55,0.0,0,1074.57,5694.12,3,Stayed,No,5561
Male,56,No,No,No,No,0,South El Monte,91733,34.04622,-118.053753,45645,No,0,32,,Yes,37.48,Yes,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,83.7,2633.3,0.0,0,1199.36,3832.66,5,Stayed,No,3945
Male,29,Yes,No,No,No,0,Rancho Cucamonga,91737,34.245289,-117.642503,23079,No,0,10,Offer D,Yes,1.98,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,193.05,0.0,0,19.8,212.85,4,Stayed,No,3768
Female,19,Yes,No,Yes,No,0,Rancho Cucamonga,91739,34.133809,-117.523724,12937,Yes,1,67,,No,0.0,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59.55,4103.9,0.0,0,0.0,4103.9,4,Stayed,No,4478
Female,42,No,No,Yes,Yes,1,Glendora,91740,34.119363,-117.855059,25135,Yes,3,61,Offer B,Yes,20.01,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.1,7008.15,0.0,0,1220.61,8228.76,3,Stayed,No,6090
Male,46,No,No,No,No,0,Glendora,91741,34.14649,-117.849815,24973,No,0,50,Offer B,Yes,19.8,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,5791.1,0.0,10,990.0,6791.1,3,Stayed,No,5068
Female,35,No,No,No,No,0,Mira Loma,91752,33.999992,-117.535395,18980,No,0,31,,No,0.0,No,Yes,DSL,10,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,1520.1,0.0,0,0.0,1520.1,3,Stayed,No,2539
Female,57,No,No,Yes,No,0,Monterey Park,91754,34.050322,-118.147037,33280,Yes,1,45,Offer B,Yes,33.54,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0.0,0,1509.3,6541.55,3,Stayed,No,4885
Female,62,No,No,Yes,No,0,Monterey Park,91755,34.049172,-118.115022,26933,Yes,1,61,Offer B,Yes,47.19,Yes,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,0.0,0,2878.59,8405.34,4,Stayed,No,5152
Male,64,No,No,No,No,0,Mt Baldy,91759,34.231318,-117.662032,47,No,0,50,Offer B,Yes,47.16,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.9,1195.25,0.0,0,2358.0,3553.25,4,Stayed,No,4297
Female,30,No,No,Yes,No,0,Montclair,91763,34.072121,-117.698319,34447,Yes,1,71,,Yes,8.21,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.25,1732.95,0.0,0,582.9100000000001,2315.86,5,Stayed,No,5409
Male,50,No,No,Yes,No,0,Diamond Bar,91765,33.992416,-117.807874,46532,Yes,1,57,Offer B,Yes,49.29,No,Yes,Cable,22,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,3450.15,0.0,0,2809.53,6259.68,3,Stayed,No,4012
Male,47,No,No,No,No,0,San Gabriel,91776,34.089927,-118.095645,38041,No,0,14,Offer D,No,0.0,No,Yes,DSL,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,771.95,0.0,0,0.0,771.95,3,Stayed,No,4900
Female,24,Yes,No,No,No,0,Temple City,91780,34.101608,-118.055848,32718,No,0,5,,Yes,43.02,No,Yes,DSL,42,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,244.75,0.0,0,215.1,459.85,3,Stayed,No,2739
Female,29,Yes,No,No,No,0,Upland,91784,34.141146,-117.655583,23331,No,0,6,Offer E,Yes,6.98,No,Yes,Cable,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0.0,0,41.88,364.78,4,Stayed,No,5377
Female,44,No,No,No,No,0,Upland,91786,34.105493,-117.660934,48827,No,0,10,Offer D,Yes,45.56,No,Yes,DSL,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2,498.25,0.0,0,455.6,953.85,4,Stayed,No,5765
Female,21,Yes,No,No,Yes,1,Walnut,91789,34.018354,-117.85492,45118,No,0,1,Offer E,Yes,32.73,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,25.4,25.4,0.0,0,32.73,58.13,3,Joined,No,4556
Female,24,Yes,No,No,No,0,West Covina,91790,34.066964,-117.937007,44099,No,0,68,,Yes,5.3,Yes,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,54.45,3687.75,0.0,0,360.4,4048.15,3,Stayed,No,5310
Female,64,No,No,No,No,0,West Covina,91792,34.024405,-117.898722,31622,No,0,22,Offer D,Yes,19.72,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,76.0,1783.6,0.0,0,433.84,2217.44,4,Stayed,No,2031
Female,35,No,No,No,No,0,Alhambra,91801,34.090925,-118.128164,54382,No,0,20,Offer D,Yes,4.15,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,927.15,0.0,0,83.0,1010.15,4,Stayed,No,3460
Male,24,Yes,No,No,No,0,Campo,91906,32.673483,-116.472863,3133,No,0,35,,Yes,38.38,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,61.2,2021.2,0.0,0,1343.3000000000002,3364.5,3,Stayed,No,2075
Male,51,No,No,Yes,No,0,Chula Vista,91910,32.636792,-117.054989,74025,Yes,2,23,Offer D,Yes,16.63,No,Yes,Fiber Optic,22,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,86.8,1940.8,0.0,90,382.49,2413.29,4,Stayed,No,3200
Female,43,No,No,No,No,0,Chula Vista,91913,32.64164,-116.985026,12884,No,0,12,,Yes,18.71,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,220.35,0.0,0,224.52,444.87,3,Stayed,No,5715
Male,44,No,No,No,No,0,Chula Vista,91914,32.688506,-116.938632,2606,No,0,1,Offer E,Yes,40.46,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,20.25,0.0,0,40.46,60.71,3,Joined,No,5384
Female,38,No,No,Yes,Yes,1,Chula Vista,91915,32.605012,-116.97595,9278,Yes,6,71,,Yes,9.4,No,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,76.05,5436.45,0.0,0,667.4,6103.849999999999,5,Stayed,No,5841
Male,32,No,No,Yes,Yes,3,Dulzura,91917,32.622999,-116.687855,727,Yes,5,40,Offer B,Yes,13.86,Yes,Yes,DSL,75,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,3015.75,0.0,0,554.4,3570.15,5,Stayed,No,3718
Male,34,No,No,No,No,0,Imperial Beach,91932,32.579134,-117.119009,26662,No,0,23,,Yes,46.4,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.9,1509.8,0.0,130,1067.2,2707.0,4,Stayed,No,3314
Male,55,No,No,No,No,0,Jamul,91935,32.695681,-116.798386,8759,No,0,4,,Yes,31.92,No,Yes,Fiber Optic,4,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,356.65,0.0,0,127.68,484.33,3,Stayed,No,3314
Female,44,No,No,Yes,No,0,La Mesa,91941,32.759327,-116.99726,44652,Yes,8,68,,No,0.0,No,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.3,4109.0,0.0,0,0.0,4109.0,4,Stayed,No,4864
Male,44,No,No,No,Yes,2,La Mesa,91942,32.782501,-117.01611,24005,No,0,38,,Yes,1.27,Yes,Yes,Fiber Optic,13,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.85,3141.7,0.0,0,48.26,3189.96,5,Stayed,No,3571
Male,42,No,No,Yes,Yes,3,Lemon Grove,91945,32.733564,-117.033713,24961,Yes,1,52,Offer B,Yes,40.33,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1229.1,0.0,0,2097.16,3326.26,5,Stayed,No,5320
Male,60,No,No,Yes,No,0,National City,91950,32.67102,-117.095235,62355,Yes,7,29,,Yes,32.46,No,Yes,DSL,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.55,2054.4,0.0,0,941.34,2995.74,5,Stayed,No,5625
Male,51,No,No,No,No,0,Potrero,91963,32.619465,-116.593605,905,No,0,48,Offer B,Yes,2.53,Yes,Yes,Cable,6,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,78.75,3682.45,0.0,40,121.44,3843.89,3,Stayed,No,2257
Female,34,No,No,No,No,0,Spring Valley,91977,32.726627,-116.994608,56100,No,0,1,Offer E,Yes,9.44,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.25,19.25,0.0,0,9.44,28.69,3,Joined,No,4745
Female,40,No,No,No,No,0,Spring Valley,91978,32.730264,-116.950963,7863,No,0,22,,Yes,6.0,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1886.25,0.0,0,132.0,2018.25,3,Stayed,No,5479
Female,25,Yes,No,No,No,0,Tecate,91980,32.587557,-116.636816,91,No,0,43,Offer B,Yes,24.85,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,4895.1,10.76,0,1068.55,5952.89,4,Stayed,No,4115
Male,23,Yes,No,Yes,No,0,Cardiff By The Sea,92007,33.015866,-117.272254,10375,Yes,6,51,,Yes,26.73,Yes,Yes,Fiber Optic,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.05,5686.4,20.28,0,1363.23,7029.35,3,Stayed,No,5604
Male,49,No,No,No,No,0,Carlsbad,92008,33.148116,-117.306043,35582,No,0,71,,Yes,22.22,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.9,1355.1,42.18,0,1577.62,2890.54,3,Stayed,No,5308
Male,64,No,No,Yes,No,0,El Cajon,92019,32.785165,-116.862648,40995,Yes,2,35,,Yes,23.85,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,91.5,3236.35,40.79,90,834.75,4120.31,4,Stayed,No,3617
Female,63,No,No,Yes,No,0,El Cajon,92021,32.832706,-116.873258,61872,Yes,3,72,,No,0.0,No,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,4264.0,25.67,0,0.0,4238.33,4,Stayed,No,5471
Male,40,No,No,No,No,0,Encinitas,92024,33.054579,-117.25665,47126,No,0,1,Offer E,Yes,27.46,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,0.0,0,27.46,72.25999999999999,4,Joined,No,2269
Female,31,No,No,Yes,No,0,Escondido,92025,33.081478,-117.033814,49281,Yes,9,9,Offer E,Yes,30.07,No,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,422.3,20.45,0,270.63,672.48,3,Stayed,No,4562
Male,62,No,No,No,No,0,Escondido,92026,33.21846,-117.116916,43436,No,0,69,,No,0.0,No,Yes,Cable,18,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,41.21,0,0.0,4135.49,3,Stayed,No,5388
Female,30,No,No,Yes,No,0,Escondido,92027,33.141265,-116.967221,48690,No,0,52,,Yes,44.34,Yes,Yes,Fiber Optic,71,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.7,5138.1,0.0,0,2305.6800000000003,7443.780000000001,3,Stayed,No,4044
Female,37,No,No,Yes,Yes,1,Lakeside,92040,32.909873,-116.906774,42277,Yes,5,35,,Yes,9.04,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,739.35,2.29,0,316.4,1053.46,3,Stayed,No,4177
Female,31,No,No,No,No,0,Oceanside,92054,33.351059,-117.420557,98239,No,0,8,Offer E,Yes,31.02,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.2,161.95,0.0,0,248.16,410.11,4,Stayed,No,5272
Male,31,No,No,No,No,0,Oceanside,92056,33.194742,-117.29032,52895,No,0,46,,Yes,22.13,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,94.9,4422.95,24.08,0,1017.98,5416.849999999999,4,Stayed,No,5316
Female,63,No,No,No,No,0,Poway,92064,32.984395,-117.013454,47969,No,0,68,,Yes,21.82,Yes,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.15,6148.45,36.29,0,1483.76,7595.92,3,Stayed,No,5531
Female,20,Yes,No,No,No,0,Ramona,92065,33.044541,-116.833922,33104,No,0,36,,Yes,19.64,No,Yes,Fiber Optic,71,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.8,3565.65,30.26,0,707.04,4242.43,4,Stayed,No,2807
Female,59,No,No,Yes,No,0,San Marcos,92069,33.162624,-117.170863,52664,Yes,3,71,,Yes,30.68,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,3,Stayed,No,4487
Female,22,Yes,No,Yes,Yes,1,Santa Ysabel,92070,33.174725,-116.743329,1143,Yes,6,66,,Yes,23.2,Yes,Yes,DSL,59,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.45,4508.65,41.67,0,1531.2,5998.179999999999,3,Stayed,No,4172
Male,50,No,No,No,No,0,Santee,92071,32.847336,-116.997605,53510,No,0,63,,Yes,35.35,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.5,1328.15,15.62,0,2227.05,3539.5800000000004,5,Stayed,No,5997
Female,39,No,No,No,No,0,Solana Beach,92075,33.001813,-117.263628,12173,No,0,41,,Yes,6.61,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.25,865.0,46.78,0,271.01,1089.23,4,Stayed,No,3972
Female,26,Yes,No,Yes,No,0,Vista,92083,33.17494,-117.242761,62036,Yes,9,70,,Yes,23.52,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.45,1303.5,14.49,0,1646.4,2935.41,4,Stayed,No,5540
Female,47,No,No,No,No,0,Vista,92084,33.22784,-117.200024,44692,No,0,23,,No,0.0,No,Yes,DSL,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.95,996.85,25.84,40,0.0,1011.01,3,Stayed,No,3248
Male,57,No,No,Yes,No,0,Rancho Santa Fe,92091,32.99356,-117.207121,1072,Yes,6,37,,Yes,4.5,Yes,Yes,DSL,9,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,62.8,2278.75,16.97,0,166.5,2428.28,3,Stayed,No,5229
Male,27,Yes,No,No,No,0,San Diego,92101,32.72523,-117.171346,27505,No,0,17,,Yes,13.02,No,Yes,Cable,73,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,681.4,0.0,0,221.34,902.74,4,Stayed,No,2130
Male,29,Yes,No,Yes,No,0,San Diego,92107,32.741852,-117.243453,27959,Yes,5,64,,Yes,40.18,Yes,Yes,Fiber Optic,30,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,6823.4,23.67,0,2571.52,9371.25,4,Stayed,No,5682
Male,62,No,No,Yes,No,0,San Diego,92109,32.787836,-117.232376,46086,Yes,1,42,,Yes,13.23,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,97.1,4016.75,46.56,150,555.66,4675.85,3,Stayed,No,2170
Male,59,No,No,No,Yes,1,San Diego,92110,32.76501,-117.19938,24169,No,0,5,Offer E,Yes,12.22,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,83.75,0.0,0,61.1,144.85,5,Stayed,No,5169
Female,64,No,No,No,No,0,San Diego,92111,32.805518,-117.169052,46828,No,0,41,,Yes,10.26,No,Yes,Fiber Optic,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.8,3959.15,27.09,0,420.66,4352.72,4,Stayed,No,5584
Male,61,No,No,Yes,No,0,San Diego,92113,32.697098,-117.116587,47431,Yes,10,58,,Yes,18.37,No,Yes,DSL,18,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.3,2878.55,10.23,0,1065.46,3933.78,5,Stayed,No,5232
Female,34,No,No,No,No,0,San Diego,92114,32.707892,-117.05512,66838,No,0,47,,Yes,44.69,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.55,945.7,0.0,0,2100.43,3046.13,4,Stayed,No,5404
Male,51,No,No,No,No,0,San Diego,92115,32.762506,-117.07245,56887,No,0,18,,Yes,26.84,No,Yes,Fiber Optic,20,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,1373.05,15.57,0,483.12,1840.6,4,Stayed,No,4668
Male,25,Yes,No,Yes,No,0,San Diego,92117,32.825086,-117.199424,51213,Yes,5,23,,Yes,3.67,No,Yes,DSL,69,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.95,1406.0,26.55,140,84.41,1603.86,4,Stayed,No,5379
Female,35,No,No,No,No,0,Coronado,92118,32.68674,-117.186612,24093,No,0,1,,Yes,22.37,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,19.15,0.0,0,22.37,41.52,5,Joined,No,2577
Male,60,No,No,Yes,No,0,San Diego,92119,32.802959,-117.027095,21866,Yes,8,71,,Yes,34.72,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,98.65,6962.85,0.0,0,2465.12,9427.97,5,Stayed,No,5101
Male,47,No,No,Yes,Yes,1,San Diego,92120,32.807867,-117.060993,25569,Yes,2,72,,Yes,17.3,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.6,8126.65,0.0,0,1245.6,9372.25,3,Stayed,No,6486
Male,63,No,No,Yes,No,0,San Diego,92121,32.898613,-117.202937,4258,Yes,2,33,,Yes,34.22,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,690.25,0.0,0,1129.26,1819.51,5,Stayed,No,5212
Male,44,No,No,No,No,0,San Diego,92123,32.808814,-117.134694,25232,No,0,24,,No,0.0,No,Yes,Cable,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.75,830.8,0.0,0,0.0,830.8,3,Stayed,No,5531
Female,45,No,No,Yes,No,0,San Diego,92124,32.827238,-117.089287,30206,Yes,9,56,,Yes,20.53,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,5608.4,0.0,0,1149.68,6758.08,4,Stayed,No,5926
Male,28,Yes,No,No,No,0,San Diego,92126,32.886925,-117.152162,74232,No,0,37,,Yes,21.84,No,Yes,Fiber Optic,41,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.1,3646.8,0.0,0,808.08,4454.88,4,Stayed,No,2640
